0,,1,2,,3,4,,5,6,,7,8,,9,10,,11,12,,13,14,,15,16,,17,18,,19,20,,21,22,,23,24,,25,26,,27,28,,29,30,,31,32,,33,34,,35,36,,37,38,,39,40,,41,42,,43,44,,45,46,,47,48,,49
34.01,0,-0.0148,70.06,1,0.0017,125.78,0,-0.008,71.91,0,-0.0231,23.92,0,-0.0261,111.67,0,-0.0018,42.46,0,-0.0217,19.11,0,-0.0572,105.8,1,0.0014,15.88,0,-0.0323,850.15,0,-0.0187,62.54,0,-0.0376,46.5,0,-0.0148,112.73,0,-0.014,81.09,1,0.0066,153.81,0,-0.0104,45.9,0,-0.0321,70.16,0,-0.0239,145.74,0,-0.0094,27.71,0,-0.072,71.52,0,-0.0119,29.34,0,-0.0168,46.95,1,0.0002,41.11,0,-0.0302,86.82,0,-0.0031
33.75,0,-0.0076,69.09,0,-0.0138,124.45,0,-0.0106,72.01,1,0.0014,23.88,0,-0.0017,110.46,0,-0.0108,42.78,1,0.0075,19.13,1,0.001,107.79,1,0.0188,16.02,1,0.0088,848.55,0,-0.0019,61.07,0,-0.0235,47,1,0.0108,113,1,0.0024,81.08,0,-0.0001,152.65,0,-0.0075,46.2,1,0.0065,70.96,1,0.0114,145.27,0,-0.0032,27.93,1,0.0079,71.54,1,0.0003,29.41,1,0.0024,46.56,0,-0.0083,41.25,1,0.0034,88.84,1,0.0233
33.73,0,-0.0006,69.69,1,0.0087,124.3,0,-0.0012,72.22,1,0.0029,24.93,1,0.044,111.39,1,0.0084,43.65,1,0.0203,19.64,1,0.0267,106.69,0,-0.0102,16.5,1,0.03,855.43,1,0.0081,60.22,0,-0.0139,47.7,1,0.0149,113.32,1,0.0028,80.56,0,-0.0064,152.81,1,0.001,45.3,0,-0.0195,71.18,1,0.0031,146.34,1,0.0074,28.5,1,0.0204,72.44,1,0.0126,31.8,1,0.0813,47.82,1,0.0271,41.25,0,0,87.27,0,-0.0177
33.33,0,-0.0119,69.49,0,-0.0029,123.9,0,-0.0032,71.91,0,-0.0043,25.04,1,0.0044,111.87,1,0.0043,49.13,1,0.1255,19.73,1,0.0046,106.36,0,-0.0031,16.19,0,-0.0188,846.9,0,-0.01,61.01,1,0.0131,47.21,0,-0.0103,113.58,1,0.0023,80.36,0,-0.0025,152.67,0,-0.0009,45.11,0,-0.0042,70.52,0,-0.0093,145.63,0,-0.0049,28.46,0,-0.0014,71.74,0,-0.0097,32.35,1,0.0173,47.38,0,-0.0092,41.08,0,-0.0041,87.16,0,-0.0013
32.93,0,-0.012,69.23,0,-0.0037,122.72,0,-0.0095,72.43,1,0.0072,24.7,0,-0.0136,111.98,1,0.001,49.58,1,0.0092,19.84,1,0.0056,104.94,0,-0.0134,16.34,1,0.0093,860.38,1,0.0159,59.9,0,-0.0182,47.47,1,0.0055,113.22,0,-0.0032,79.77,0,-0.0073,152.4,0,-0.0018,47.61,1,0.0554,71.6,1,0.0153,144.44,0,-0.0082,28.65,1,0.0067,72.56,1,0.0114,32.01,0,-0.0105,46.01,0,-0.0289,41.39,1,0.0075,87.15,0,-0.0001
33.46,1,0.0161,69.24,1,0.0001,124.34,1,0.0132,73.14,1,0.0098,24.85,1,0.0061,111.5,0,-0.0043,48.77,0,-0.0163,20.31,1,0.0237,101.8,0,-0.0299,16.91,1,0.0349,871.634,1,0.0131,64.14,1,0.0708,47.8,1,0.007,114.55,1,0.0117,80.1,1,0.0041,152.55,1,0.001,48.33,1,0.0151,72.14,1,0.0075,144.57,1,0.0009,29.33,1,0.0237,73.35,1,0.0109,32.41,1,0.0125,46.78,1,0.0167,41.5,1,0.0027,87.76,1,0.007
33.74,1,0.0084,68.75,0,-0.0071,123.65,0,-0.0055,73.8,1,0.009,25.27,1,0.0169,114.62,1,0.028,48.6,0,-0.0035,20.25,0,-0.003,102.31,1,0.005,17.3,1,0.0231,879.56,1,0.0091,64.2,1,0.0009,47.65,0,-0.0031,114.87,1,0.0028,79.96,0,-0.0017,151.26,0,-0.0085,48.22,0,-0.0023,72.05,0,-0.0012,142.54,0,-0.014,29.7,1,0.0126,74.04,1,0.0094,32.75,1,0.0105,46.64,0,-0.003,41.82,1,0.0077,87.35,0,-0.0047
33.5,0,-0.0071,71.91,1,0.046,125.59,1,0.0157,73.35,0,-0.0061,25.7,1,0.017,114.35,0,-0.0024,48.47,0,-0.0027,19.89,0,-0.0178,102.21,0,-0.001,17,0,-0.0173,879.58,1,0,63.75,0,-0.007,47.86,1,0.0044,115.04,1,0.0015,80.01,1,0.0006,153.02,1,0.0116,48.11,0,-0.0023,71.57,0,-0.0067,144.94,1,0.0168,29.72,1,0.0007,74.06,1,0.0003,32.89,1,0.0043,46.34,0,-0.0064,41.43,0,-0.0093,87.25,0,-0.0011
33.8,1,0.009,74.26,1,0.0327,128.19,1,0.0207,73.66,1,0.0042,26.13,1,0.0167,115.35,1,0.0087,49.2,1,0.0151,21.76,1,0.094,101.83,0,-0.0037,17.31,1,0.0182,888.054,1,0.0096,65.51,1,0.0276,49.15,1,0.027,116.74,1,0.0148,80.23,1,0.0027,156.9,1,0.0254,49.34,1,0.0256,72.44,1,0.0122,148.44,1,0.0241,31.03,1,0.0441,74.25,1,0.0026,33.34,1,0.0137,45.91,0,-0.0093,41.72,1,0.007,88.04,1,0.0091
34.09,1,0.0086,74.58,1,0.0043,128.33,1,0.0011,74.6,1,0.0128,26.26,1,0.005,117.32,1,0.0171,50.02,1,0.0167,22.63,1,0.04,101.1,0,-0.0072,17.55,1,0.0139,888.67,1,0.0007,67.71,1,0.0336,49.27,1,0.0024,117.59,1,0.0073,80.61,1,0.0047,157.87,1,0.0062,50.82,1,0.03,74.215,1,0.0245,148.73,1,0.002,33.3,1,0.0732,74.63,1,0.0051,33.015,0,-0.0097,46.47,1,0.0122,42.45,1,0.0175,87.82,0,-0.0025
34.75,1,0.0194,75.02,1,0.0059,129.94,1,0.0125,75.18,1,0.0078,26.12,0,-0.0053,119.25,1,0.0165,49.88,0,-0.0028,22.42,0,-0.0093,99.74,0,-0.0135,17.54,0,-0.0006,896.19,1,0.0085,66.65,0,-0.0157,49.36,1,0.0018,118.71,1,0.0095,79.61,0,-0.0124,157.13,0,-0.0047,50.94,1,0.0024,75.39,1,0.0158,149.12,1,0.0026,32.66,0,-0.0192,75.18,1,0.0074,33.18,1,0.005,46.52,1,0.0011,42.5,1,0.0012,88.84,1,0.0116
34.76,1,0.0003,74.12,0,-0.012,129.4,0,-0.0042,75.29,1,0.0015,26.03,0,-0.0034,118.19,0,-0.0089,49.96,1,0.0016,22.17,0,-0.0112,99.97,1,0.0023,17.39,0,-0.0086,893.064,0,-0.0035,69.05,1,0.036,48.13,0,-0.0249,118.2,0,-0.0043,79.27,0,-0.0043,155.94,0,-0.0076,50.24,0,-0.0137,75.67,1,0.0037,148.3,0,-0.0055,31.69,0,-0.0297,74.74,0,-0.0059,33.4,1,0.0066,47.35,1,0.0178,42.26,0,-0.0056,87.98,0,-0.0097
34.87,1,0.0032,73.71,0,-0.0055,129.19,0,-0.0016,75.3,1,0.0001,26.01,0,-0.0008,117.03,0,-0.0098,49.64,0,-0.0064,22.47,1,0.0135,100.01,1,0.0004,17.35,0,-0.0023,889.068,0,-0.0045,69.35,1,0.0043,48.67,1,0.0112,118.6,1,0.0034,79.22,0,-0.0006,156.03,1,0.0006,49.99,0,-0.005,75.57,0,-0.0013,148.52,1,0.0015,32.2,1,0.0161,74.48,0,-0.0035,33.59,1,0.0057,47.76,1,0.0087,42.19,0,-0.0017,88.4,1,0.0048
35.01,1,0.004,74.27,1,0.0076,130.02,1,0.0064,75.6,1,0.004,25.99,0,-0.0008,117.35,1,0.0027,49.65,1,0.0002,23.15,1,0.0303,99.94,0,-0.0007,17.35,0,0,887.76,0,-0.0015,70.64,1,0.0186,49.41,1,0.0152,119.23,1,0.0053,79.17,0,-0.0006,157.6,1,0.0101,50.25,1,0.0052,75.24,0,-0.0044,151.71,1,0.0215,32.66,1,0.0143,75.12,1,0.0086,33.89,1,0.0089,48.3,1,0.0113,42.89,1,0.0166,88.67,1,0.0031
34.97,0,-0.0011,73.92,0,-0.0047,129.21,0,-0.0062,76.92,1,0.0175,26,1,0.0004,117.91,1,0.0048,49.9,1,0.005,23.32,1,0.0073,99.52,0,-0.0042,17.44,1,0.0052,886.11,0,-0.0019,73.29,1,0.0375,48.11,0,-0.0263,119.93,1,0.0059,79,0,-0.0021,158.54,1,0.006,50.3,1,0.001,76.04,1,0.0106,151.43,0,-0.0018,32.95,1,0.0089,74.31,0,-0.0108,33.8,0,-0.0027,48.57,1,0.0056,42.85,0,-0.0009,88.94,1,0.003
35.65,1,0.0194,75.75,1,0.0248,134.84,1,0.0436,77.64,1,0.0094,26,0,0,118.642,1,0.0062,52.49,1,0.0519,23.31,0,-0.0004,99.71,1,0.0019,17.625,1,0.0106,903.32,1,0.0194,73.27,0,-0.0003,48.1,0,-0.0002,121.29,1,0.0113,82.55,1,0.0449,165.63,1,0.0447,51.89,1,0.0316,77.33,1,0.017,154.46,1,0.02,33.28,1,0.01,73.04,0,-0.0171,34.171,1,0.011,48.72,1,0.0031,43.31,1,0.0107,89.58,1,0.0072
35.34,0,-0.0087,74.82,0,-0.0123,135.31,1,0.0035,77.57,0,-0.0009,25.48,0,-0.02,119.2,1,0.0047,53.38,1,0.017,23.45,1,0.006,98.63,0,-0.0108,17.66,1,0.002,898.39,0,-0.0055,73.46,1,0.0026,47.82,0,-0.0058,121.57,1,0.0023,82.7,1,0.0018,166,1,0.0022,50.61,0,-0.0247,76.35,0,-0.0127,154.52,1,0.0004,33.79,1,0.0153,70.84,0,-0.0301,33.54,0,-0.0185,48.51,0,-0.0043,42.96,0,-0.0081,89.28,0,-0.0033
35.29,0,-0.0014,73.92,0,-0.012,133.04,0,-0.0168,77.32,0,-0.0032,25.29,0,-0.0075,117.94,0,-0.0106,52.76,0,-0.0116,23.3,0,-0.0064,98.92,1,0.0029,17.39,0,-0.0153,903.11,1,0.0053,69.71,0,-0.051,47.79,0,-0.0006,120.01,0,-0.0128,80.69,0,-0.0243,163.83,0,-0.0131,49.36,0,-0.0247,76.12,0,-0.003,151,0,-0.0228,33.5,0,-0.0086,70.57,0,-0.0038,33.575,1,0.001,47.78,0,-0.015,42.85,0,-0.0026,88.66,0,-0.0069
35.12,0,-0.0048,72.96,0,-0.013,131.78,0,-0.0095,76.44,0,-0.0114,24.92,0,-0.0146,117.57,0,-0.0031,52.35,0,-0.0078,23.32,1,0.0009,98.29,0,-0.0064,17.2,0,-0.0109,886.5,0,-0.0184,69.09,0,-0.0089,47.09,0,-0.0146,121.11,1,0.0092,81.22,1,0.0066,162.24,0,-0.0097,49.57,1,0.0043,75.36,0,-0.01,151.29,1,0.0019,33.18,0,-0.0096,71.82,1,0.0177,33.72,1,0.0043,47.981,1,0.0042,42.31,0,-0.0126,87.75,0,-0.0103
34.36,0,-0.0216,72.85,0,-0.0015,129.57,0,-0.0168,76.07,0,-0.0048,25.03,1,0.0044,116.34,0,-0.0105,52.14,0,-0.004,23.76,1,0.0189,99.73,1,0.0147,17.26,1,0.0035,886.84,1,0.0004,68.96,0,-0.0019,47.04,0,-0.0011,120.8,0,-0.0026,81.22,0,0,160.47,0,-0.0109,49.15,0,-0.0085,76.55,1,0.0158,150,0,-0.0085,33.89,1,0.0214,72.32,1,0.007,34.43,1,0.0211,47.27,0,-0.0148,41.73,0,-0.0137,87.36,0,-0.0044
33.67,0,-0.0201,73.77,1,0.0126,130.92,1,0.0104,75.99,0,-0.0011,24.81,0,-0.0088,115.41,0,-0.008,52.47,1,0.0063,23.81,1,0.0021,98.55,0,-0.0118,17.19,0,-0.0041,877.23,0,-0.0108,70.75,1,0.026,46.7,0,-0.0072,120.2,0,-0.005,80.33,0,-0.011,162.27,1,0.0112,49.94,1,0.0161,76.34,0,-0.0027,150.24,1,0.0016,34.13,1,0.0071,71.98,0,-0.0047,34.77,1,0.0099,46.945,0,-0.0069,41.81,1,0.0019,87.14,0,-0.0025
33.66,0,-0.0003,74.63,1,0.0117,129.7,0,-0.0093,76.32,1,0.0043,25.62,1,0.0326,116.4,1,0.0086,53.32,1,0.0162,24.01,1,0.0084,98.84,1,0.0029,17.27,1,0.0047,878.17,1,0.0011,69.55,0,-0.017,47.29,1,0.0126,120.66,1,0.0038,80.44,1,0.0014,163.01,1,0.0046,50.25,1,0.0062,77.18,1,0.011,151.27,1,0.0069,34.07,0,-0.0018,72.16,1,0.0025,35.05,1,0.0081,47.67,1,0.0154,41.61,0,-0.0048,87.07,0,-0.0008
33.14,0,-0.0154,74.52,0,-0.0015,129.3,0,-0.0031,75.89,0,-0.0056,26.11,1,0.0191,115.72,0,-0.0058,52.43,0,-0.0167,23.57,0,-0.0183,98.76,0,-0.0008,17.05,0,-0.0127,876.39,0,-0.002,68.21,0,-0.0193,45.44,0,-0.0391,120.22,0,-0.0036,80.07,0,-0.0046,162.59,0,-0.0026,49.48,0,-0.0153,77.33,1,0.0019,150.1,0,-0.0077,30.91,0,-0.0928,71.99,0,-0.0024,35,0,-0.0014,47,0,-0.0141,41.59,0,-0.0005,86.9,0,-0.002
33.19,1,0.0015,74.13,0,-0.0052,127.09,0,-0.0171,75.52,0,-0.0049,26.26,1,0.0057,115.17,0,-0.0048,51.91,0,-0.0099,23.59,1,0.0008,98.3,0,-0.0047,16.87,0,-0.0106,875.91,0,-0.0005,69.77,1,0.0229,44.8,0,-0.0141,119.41,0,-0.0067,80.16,1,0.0011,160.55,0,-0.0125,48.76,0,-0.0146,76.97,0,-0.0047,148.23,0,-0.0125,30.71,0,-0.0065,71.61,0,-0.0053,35.18,1,0.0051,46.675,0,-0.0069,41.32,0,-0.0065,86.04,0,-0.0099
33.78,1,0.0178,74.06,0,-0.0009,127.69,1,0.0047,75.93,1,0.0054,26.89,1,0.024,115,0,-0.0015,52.63,1,0.0139,24.21,1,0.0263,98.04,0,-0.0026,17.19,1,0.019,887.004,1,0.0127,72.84,1,0.044,45.28,1,0.0107,119.62,1,0.0018,80.07,0,-0.0011,162.75,1,0.0137,48.52,0,-0.0049,77.16,1,0.0025,149.54,1,0.0088,31.38,1,0.0218,72.58,1,0.0135,35.36,1,0.0051,46.99,1,0.0067,41.49,1,0.0041,86,0,-0.0005
33.9,1,0.0036,73.99,0,-0.0009,128.88,1,0.0093,74.58,0,-0.0178,27.25,1,0.0134,114.82,0,-0.0016,53.15,1,0.0099,24.25,1,0.0017,98.31,1,0.0028,17.21,1,0.0012,887.99,1,0.0011,73.09,1,0.0034,44.6,0,-0.015,119.2,0,-0.0035,80.41,1,0.0042,163.71,1,0.0059,49.08,1,0.0115,77.19,1,0.0004,151.59,1,0.0137,30.93,0,-0.0143,72.57,0,-0.0001,35.83,1,0.0133,46.79,0,-0.0043,41.26,0,-0.0055,86.08,1,0.0009
33.29,0,-0.018,73.43,0,-0.0076,126.26,0,-0.0203,74.02,0,-0.0075,27.31,1,0.0022,114.42,0,-0.0035,52,0,-0.0216,24.54,1,0.012,99.51,1,0.0122,16.95,0,-0.0151,876.09,0,-0.0134,68.25,0,-0.0662,43.86,0,-0.0166,118.55,0,-0.0055,79.45,0,-0.0119,161.99,0,-0.0105,48.36,0,-0.0147,76.87,0,-0.0041,148.78,0,-0.0185,31.65,1,0.0233,72.52,0,-0.0007,35.54,0,-0.0081,47.01,1,0.0047,41,0,-0.0063,85.5,0,-0.0067
33.56,1,0.0081,72.69,0,-0.0101,124.91,0,-0.0107,74.31,1,0.0039,27.91,1,0.022,114.44,1,0.0002,52.83,1,0.016,25.19,1,0.0265,98.83,0,-0.0068,17.09,1,0.0083,872.35,0,-0.0043,69.12,1,0.0127,43.7,0,-0.0036,119.4,1,0.0072,79.65,1,0.0025,162.76,1,0.0048,48.59,1,0.0048,77.4,1,0.0069,149.17,1,0.0026,31.74,1,0.0028,72.99,1,0.0065,35.46,0,-0.0023,47.1,1,0.0019,41.3,1,0.0073,86.32,1,0.0096
33.5,0,-0.0018,73.03,1,0.0047,124.99,1,0.0006,72.94,0,-0.0184,27.79,0,-0.0043,113.41,0,-0.009,52.16,0,-0.0127,24.85,0,-0.0135,95.33,0,-0.0354,16.81,0,-0.0164,865.74,0,-0.0076,67,0,-0.0307,43.69,0,-0.0002,118.69,0,-0.0059,79.35,0,-0.0038,163.41,1,0.004,48.25,0,-0.007,76.861,0,-0.007,151.06,1,0.0127,30.97,0,-0.0243,72.17,0,-0.0112,35.14,0,-0.009,47.29,1,0.004,40.62,0,-0.0165,85.9,0,-0.0049
33.01,0,-0.0146,71.89,0,-0.0156,123.87,0,-0.009,72.22,0,-0.0099,27.96,1,0.0061,112.21,0,-0.0106,50.14,0,-0.0387,24.23,0,-0.0249,95.86,1,0.0056,16.5,0,-0.0184,853.67,0,-0.0139,63.14,0,-0.0576,43.16,0,-0.0121,117.16,0,-0.0129,79.69,1,0.0043,161.84,0,-0.0096,47.66,0,-0.0122,75.53,0,-0.0173,149.04,0,-0.0134,30.24,0,-0.0236,71.48,0,-0.0096,34.77,0,-0.0105,46.05,0,-0.0262,40.24,0,-0.0094,85.51,0,-0.0045
33.17,1,0.0048,71.62,0,-0.0038,124.63,1,0.0061,72.22,0,0,27.81,0,-0.0054,114.59,1,0.0212,49.91,0,-0.0046,24.25,1,0.0008,94.82,0,-0.0108,16.62,1,0.0073,855.86,1,0.0026,63.29,1,0.0024,43.17,1,0.0002,117.57,1,0.0035,80,1,0.0039,162.04,1,0.0012,47.49,0,-0.0036,75.26,0,-0.0036,149.26,1,0.0015,30.08,0,-0.0053,71.38,0,-0.0014,34.435,0,-0.0096,46.2,1,0.0033,40.36,1,0.003,85.16,0,-0.0041
33.64,1,0.0142,73.59,1,0.0275,128.41,1,0.0303,74.66,1,0.0338,28.38,1,0.0205,115.7,1,0.0097,51.54,1,0.0327,24.51,1,0.0107,93.91,0,-0.0096,16.93,1,0.0187,868.24,1,0.0145,63.53,1,0.0038,44.28,1,0.0257,119.34,1,0.0151,81.4,1,0.0175,166.32,1,0.0264,48.63,1,0.024,77.12,1,0.0247,152.75,1,0.0234,30.12,1,0.0013,73.98,1,0.0364,34.85,1,0.0121,46.86,1,0.0143,41.44,1,0.0268,86.04,1,0.0103
33.76,1,0.0036,74.44,1,0.0116,128.96,1,0.0043,75.4,1,0.0099,28.6,1,0.0078,115.9,1,0.0017,51.07,0,-0.0091,24.4,0,-0.0045,94.44,1,0.0056,17.11,1,0.0106,871.99,1,0.0043,64.07,1,0.0085,44.89,1,0.0138,120.72,1,0.0116,81.75,1,0.0043,168.41,1,0.0126,49.28,1,0.0134,77.82,1,0.0091,153.99,1,0.0081,30.12,0,0,74.27,1,0.0039,35.43,1,0.0166,47.09,1,0.0049,41.43,0,-0.0002,86.95,1,0.0106
34,1,0.0071,74.64,1,0.0027,128.61,0,-0.0027,76.07,1,0.0089,28.53,0,-0.0024,116.26,1,0.0031,51.17,1,0.002,24.11,0,-0.0119,95.21,1,0.0082,17.18,1,0.0041,876.11,1,0.0047,64.71,1,0.01,45.34,1,0.01,121.4,1,0.0056,81.06,0,-0.0084,167.57,0,-0.005,50.02,1,0.015,78.1,1,0.0036,154.32,1,0.0021,29.92,0,-0.0066,74.72,1,0.0061,35.53,1,0.0028,46.81,0,-0.0059,41.75,1,0.0077,87.6,1,0.0075
33.71,0,-0.0085,74.73,1,0.0012,128.5,0,-0.0009,75.25,0,-0.0108,28.8,1,0.0095,115.36,0,-0.0077,50.72,0,-0.0088,24.02,0,-0.0037,94.62,0,-0.0062,16.97,0,-0.0122,882.01,1,0.0067,63.92,0,-0.0122,44.58,0,-0.0168,119.82,0,-0.013,80.21,0,-0.0105,167.32,0,-0.0015,51.33,1,0.0262,76.71,0,-0.0178,153.93,0,-0.0025,29.65,0,-0.009,73.87,0,-0.0114,35.43,0,-0.0028,46.32,0,-0.0105,41.54,0,-0.005,86.79,0,-0.0092
35.9,1,0.065,77.12,1,0.032,131.18,1,0.0209,76.32,1,0.0142,28.82,1,0.0007,117.36,1,0.0173,52.58,1,0.0367,24.42,1,0.0167,94.04,0,-0.0061,17.29,1,0.0189,898.029,1,0.0182,64.71,1,0.0124,44.97,1,0.0087,120.94,1,0.0093,81.51,1,0.0162,170.77,1,0.0206,51.33,0,0,78.04,1,0.0173,157.18,1,0.0211,29.95,1,0.0101,75.19,1,0.0179,36.11,1,0.0192,47.25,1,0.0201,42.21,1,0.0161,87.31,1,0.006
37.17,1,0.0354,79.34,1,0.0288,133.25,1,0.0158,80.23,1,0.0512,29.02,1,0.0069,118.258,1,0.0077,53.01,1,0.0082,24.79,1,0.0152,93.99,0,-0.0005,17.46,1,0.0098,888.794,0,-0.0103,64.86,1,0.0023,45.28,1,0.0069,122.62,1,0.0139,83,1,0.0183,172.56,1,0.0105,51.62,1,0.0056,78.735,1,0.0089,158.6,1,0.009,31.15,1,0.0401,71.37,0,-0.0508,37.085,1,0.027,48.9,1,0.0349,42.68,1,0.0111,87.48,1,0.0019
37.29,1,0.0032,79.01,0,-0.0042,132.64,0,-0.0046,80.52,1,0.0036,28.91,0,-0.0038,117.64,0,-0.0052,54.1,1,0.0206,25.01,1,0.0089,94.82,1,0.0088,17.53,1,0.004,1011.41,1,0.138,65.25,1,0.006,45.47,1,0.0042,122.84,1,0.0018,83.54,1,0.0065,172.16,0,-0.0023,51.87,1,0.0048,79.31,1,0.0073,158.01,0,-0.0037,30.92,0,-0.0074,68.76,0,-0.0366,36.77,0,-0.0085,50.01,1,0.0227,42.68,0,0,87.55,1,0.0008
36.86,0,-0.0115,79.51,1,0.0063,132.71,1,0.0005,80.4,0,-0.0015,28.77,0,-0.0048,117.38,0,-0.0022,55.1,1,0.0185,24.69,0,-0.0128,95.54,1,0.0076,17.5,0,-0.0017,1003.3,0,-0.008,64.88,0,-0.0057,44.46,0,-0.0222,123.25,1,0.0033,83.79,1,0.003,170.74,0,-0.0082,52.27,1,0.0077,79.46,1,0.0019,156.77,0,-0.0078,30.57,0,-0.0113,68.2,0,-0.0081,36.93,1,0.0044,50.58,1,0.0114,42.62,0,-0.0014,87.23,0,-0.0037
37.02,1,0.0043,80.13,1,0.0078,134.25,1,0.0116,80.87,1,0.0058,29.37,1,0.0209,117.81,1,0.0037,54.28,0,-0.0149,25.49,1,0.0324,95.78,1,0.0025,17.6,1,0.0057,1007,1,0.0037,65.36,1,0.0074,44.54,1,0.0018,123.8,1,0.0045,85.01,1,0.0146,171.43,1,0.004,52.87,1,0.0115,80.9,1,0.0181,159.75,1,0.019,31.18,1,0.02,68.86,1,0.0097,36.88,0,-0.0014,51.14,1,0.0111,42.94,1,0.0075,87.98,1,0.0086
37.23,1,0.0057,79,0,-0.0141,134.2,0,-0.0004,80.63,0,-0.003,29.4,1,0.001,117.16,0,-0.0055,53.34,0,-0.0173,25.61,1,0.0047,95.76,0,-0.0002,17.52,0,-0.0045,1031.41,1,0.0242,64.72,0,-0.0098,44.39,0,-0.0034,123.2,0,-0.0048,85.09,1,0.0009,171.47,1,0.0002,51.93,0,-0.0178,80.05,0,-0.0105,158.8,0,-0.0059,30.95,0,-0.0074,68.01,0,-0.0123,37.01,1,0.0035,50.82,0,-0.0063,42.76,0,-0.0042,87.61,0,-0.0042
37.21,0,-0.0005,80.38,1,0.0175,128.5,0,-0.0425,80.9,1,0.0033,29.51,1,0.0037,116.24,0,-0.0079,54.38,1,0.0195,26.32,1,0.0277,94.83,0,-0.0097,17.76,1,0.0137,1025.55,0,-0.0057,67.59,1,0.0443,44.98,1,0.0133,123.49,1,0.0024,85.17,1,0.0009,171.88,1,0.0024,52.26,1,0.0064,79.05,0,-0.0125,160.5,1,0.0107,31.3,1,0.0113,67.61,0,-0.0059,36.989,0,-0.0006,50.42,0,-0.0079,42.69,0,-0.0016,88.42,1,0.0092
37.25,1,0.0011,80.82,1,0.0055,131.47,1,0.0231,82.61,1,0.0211,29.65,1,0.0047,116.44,1,0.0017,54.56,1,0.0033,26.31,0,-0.0004,94.5,0,-0.0035,17.6,0,-0.009,1015.2,0,-0.0101,66.37,0,-0.0181,45.57,1,0.0131,124.42,1,0.0075,85.95,1,0.0092,174.26,1,0.0138,52.26,0,0,79.96,1,0.0115,159.7,0,-0.005,31.17,0,-0.0042,67.62,1,0.0001,36.59,0,-0.0108,50.71,1,0.0058,42.86,1,0.004,87.97,0,-0.0051
37.28,1,0.0008,80.3,0,-0.0064,129.02,0,-0.0186,82.76,1,0.0018,29.6,0,-0.0017,117.35,1,0.0078,53.49,0,-0.0196,26.14,0,-0.0065,93.79,0,-0.0075,17.57,0,-0.0017,1015,0,-0.0002,67.92,1,0.0234,45.06,0,-0.0112,124.92,1,0.004,85.16,0,-0.0092,172.37,0,-0.0108,51.8,0,-0.0088,78.71,0,-0.0156,157.55,0,-0.0135,32.12,1,0.0305,66.94,0,-0.0101,36.475,0,-0.0031,50.57,0,-0.0028,42.83,0,-0.0007,88.23,1,0.003
37.28,0,0,80.29,0,-0.0001,127.07,0,-0.0151,83.66,1,0.0109,29.6,0,0,118.75,1,0.0119,53.7,1,0.0039,26.35,1,0.008,92.12,0,-0.0178,17.61,1,0.0023,1036.24,1,0.0209,67.93,1,0.0001,44.5,0,-0.0124,125.28,1,0.0029,85.98,1,0.0096,169.62,0,-0.016,51.52,0,-0.0054,79.62,1,0.0116,156.68,0,-0.0055,33.91,1,0.0557,68.08,1,0.017,36.34,0,-0.0037,51.09,1,0.0103,42.96,1,0.003,88.93,1,0.0079
36.94,0,-0.0091,80.69,1,0.005,126.67,0,-0.0031,83.1,0,-0.0067,29.55,0,-0.0017,117.76,0,-0.0083,52.79,0,-0.0169,26.48,1,0.0049,93.25,1,0.0123,17.34,0,-0.0153,1030.42,0,-0.0056,67.22,0,-0.0105,44.46,0,-0.0009,124.79,0,-0.0039,85.58,0,-0.0047,167.63,0,-0.0117,51.11,0,-0.008,80.83,1,0.0152,155.86,0,-0.0052,33.91,0,0,68.01,0,-0.001,36.32,0,-0.0006,50.53,0,-0.011,43.1,1,0.0033,88.81,0,-0.0013
36.55,0,-0.0106,79.35,0,-0.0166,125.05,0,-0.0128,81.8,0,-0.0156,29.51,0,-0.0014,118,1,0.002,53.36,1,0.0108,26.38,0,-0.0038,92.19,0,-0.0114,17.11,0,-0.0133,1030.58,1,0.0002,64.82,0,-0.0357,44.61,1,0.0034,125.85,1,0.0085,84.75,0,-0.0097,166.97,0,-0.0039,50.7,0,-0.008,81.05,1,0.0027,154.55,0,-0.0084,33.95,1,0.0012,68.26,1,0.0037,36.855,1,0.0147,50.51,0,-0.0004,42.69,0,-0.0095,89.62,1,0.0091
36.96,1,0.0112,79.37,1,0.0003,125.71,1,0.0053,82.16,1,0.0044,28.62,0,-0.0302,119.618,1,0.0137,53.96,1,0.0112,26.7,1,0.0121,91.15,0,-0.0113,16.89,0,-0.0129,1027.04,0,-0.0034,63.14,0,-0.0259,44.96,1,0.0078,125.9,1,0.0004,88.14,1,0.04,168.99,1,0.0121,51.17,1,0.0093,80.37,0,-0.0084,156.6,1,0.0133,35.54,1,0.0468,68.63,1,0.0054,36.91,1,0.0015,50.49,0,-0.0004,42.67,0,-0.0005,89.82,1,0.0022
36.98,1,0.0005,79,0,-0.0047,126.01,1,0.0024,81.93,0,-0.0028,28.38,0,-0.0084,120.34,1,0.006,55.58,1,0.03,27.44,1,0.0277,92.37,1,0.0134,17,1,0.0065,1026.11,0,-0.0009,62.3,0,-0.0133,45.34,1,0.0085,126.32,1,0.0033,88.09,0,-0.0006,168.65,0,-0.002,52.76,1,0.0311,80.37,0,0,157.12,1,0.0033,35.85,1,0.0087,68.95,1,0.0047,36.81,0,-0.0027,51.08,1,0.0117,42.7,1,0.0007,92.1,1,0.0254
