0,,1,2,,3,4,,5,6,,7,8,,9,10,,11,12,,13,14,,15,16,,17,18,,19,20,,21,22,,23,24,,25,26,,27,28,,29,30,,31,32,,33,34,,35,36,,37,38,,39,40,,41,42,,43,44,,45,46,,47,48,,49
95.55,1,0.0187,339.5,0,-0.0558,30.74,1,0.0062,112.31,1,0.0204,34.95,0,-0.0003,72.78,0,-0.0063,78.94,1,0.0124,34.88,1,0.0131,54.26,0,-0.0006,26.905,0,-0.0046,58.97,1,0.0146,103.38,1,0.0064,72.77,1,0.021,73.89,0,-0.0026,40.2,0,-0.005,148.61,1,0.0159,19.53,1,0.0198,34.81,1,0.0081,31.52,0,-0.0032,37.73,1,0.0088,40.93,1,0.0084,13.39,0,-0.0262,5.63,1,0.0445,85.02,1,0.0073,78.45,1,0.0031
94.79,0,-0.008,340.99,1,0.0044,30.95,1,0.0068,114.04,1,0.0154,34.24,0,-0.0203,73.46,1,0.0093,79.73,1,0.01,34.4,0,-0.0138,53.9,0,-0.0066,27.63,1,0.0269,58.9,0,-0.0012,102.69,0,-0.0067,72.02,0,-0.0103,73.08,0,-0.011,40.42,1,0.0055,148.5,0,-0.0007,20.18,1,0.0333,34.82,1,0.0003,31.56,1,0.0013,37.68,0,-0.0013,41.09,1,0.0039,13.11,0,-0.0209,5.68,1,0.0089,85.29,1,0.0032,77.83,0,-0.0079
94.84,1,0.0005,337.05,0,-0.0116,30.93,0,-0.0006,114,0,-0.0004,33.54,0,-0.0204,74.3,1,0.0114,80.48,1,0.0094,34.5,1,0.0029,54.02,1,0.0022,29.42,1,0.0648,59.09,1,0.0032,102.74,1,0.0005,71.77,0,-0.0035,73.44,1,0.0049,40.49,1,0.0017,148.73,1,0.0015,20.76,1,0.0287,35.36,1,0.0155,31.55,0,-0.0003,37.2,0,-0.0127,41.34,1,0.0061,13.05,0,-0.0046,5.65,0,-0.0053,86.02,1,0.0086,78.09,1,0.0033
93.85,0,-0.0104,332.14,0,-0.0146,30.69,0,-0.0078,114.46,1,0.004,33.62,1,0.0024,74.87,1,0.0077,80.35,0,-0.0016,34.64,1,0.0041,55.48,1,0.027,29.35,0,-0.0024,59.53,1,0.0074,104.44,1,0.0165,71.85,1,0.0011,74.05,1,0.0083,40.03,0,-0.0114,149.45,1,0.0048,21.03,1,0.013,35.8,1,0.0124,31.3,0,-0.0079,37.6,1,0.0108,41.02,0,-0.0077,12.83,0,-0.0169,5.69,1,0.0071,87.25,1,0.0143,78.04,0,-0.0006
91.54,0,-0.0246,336.81,1,0.0141,30.54,0,-0.0049,112.99,0,-0.0128,33.3,0,-0.0095,73.14,0,-0.0231,79.82,0,-0.0066,34.11,0,-0.0153,55.95,1,0.0085,28.65,0,-0.0239,58.6,0,-0.0156,103.6,0,-0.008,71.6,0,-0.0035,73.84,0,-0.0028,39.58,0,-0.0112,150.92,1,0.0098,20.72,0,-0.0147,35.2,0,-0.0168,30.87,0,-0.0137,36.75,0,-0.0226,40.78,0,-0.0059,12.72,0,-0.0086,5.63,0,-0.0105,86.68,0,-0.0065,77.49,0,-0.007
92.31,1,0.0084,337.96,1,0.0034,31,1,0.0151,114.76,1,0.0157,33.48,1,0.0054,74.99,1,0.0253,81.81,1,0.0249,34.56,1,0.0132,55.14,0,-0.0145,28.87,1,0.0077,60.37,1,0.0302,104.56,1,0.0093,72.91,1,0.0183,73.74,0,-0.0014,40.02,1,0.0111,151.42,1,0.0033,21.43,1,0.0343,35.4,1,0.0057,31.1,1,0.0075,37.22,1,0.0128,40.89,1,0.0027,13.02,1,0.0236,5.63,0,0,86.72,1,0.0005,77.96,1,0.0061
91.46,0,-0.0092,330.38,0,-0.0224,31.18,1,0.0058,115.52,1,0.0066,33.79,1,0.0093,75.23,1,0.0032,82.75,1,0.0115,34.01,0,-0.0159,55.55,1,0.0074,28.84,0,-0.001,61.68,1,0.0217,105.19,1,0.006,74.28,1,0.0188,72.87,0,-0.0118,39.38,0,-0.016,153.5,1,0.0137,21.16,0,-0.0126,35.7,1,0.0085,32.22,1,0.036,37.51,1,0.0078,41.5,1,0.0149,12.93,0,-0.0069,5.6,0,-0.0053,86.8,1,0.0009,77.66,0,-0.0038
91.77,1,0.0034,331.68,1,0.0039,31.17,0,-0.0003,116.11,1,0.0051,33.96,1,0.005,77.9,1,0.0355,82.22,0,-0.0064,34.17,1,0.0047,56.06,1,0.0092,29.34,1,0.0173,61.63,0,-0.0008,104.87,0,-0.003,73.72,0,-0.0075,72.19,0,-0.0093,39,0,-0.0096,153.49,0,-0.0001,21.46,1,0.0142,35.7,0,0,32,0,-0.0068,37.29,0,-0.0059,41.46,0,-0.001,12.71,0,-0.017,5.62,1,0.0036,87.55,1,0.0086,76.76,0,-0.0116
90.57,0,-0.0131,330.04,0,-0.0049,31.09,0,-0.0026,115.89,0,-0.0019,33.7,0,-0.0077,78.4,1,0.0064,81.4,0,-0.01,33.96,0,-0.0061,55.59,0,-0.0084,30.02,1,0.0232,61.37,0,-0.0042,104.74,0,-0.0012,74.22,1,0.0068,72.57,1,0.0053,38.6,0,-0.0103,153.82,1,0.0021,21.22,0,-0.0112,35.25,0,-0.0126,33.4,1,0.0438,36.98,0,-0.0083,41.45,0,-0.0002,12.59,0,-0.0094,5.52,0,-0.0178,87.66,1,0.0013,76.19,0,-0.0074
89.97,0,-0.0066,328.71,0,-0.004,31.23,1,0.0045,114.95,0,-0.0081,33.57,0,-0.0039,81.58,1,0.0406,80.95,0,-0.0055,34.28,1,0.0094,56.44,1,0.0153,30.66,1,0.0213,60.85,0,-0.0085,106.21,1,0.014,74.38,1,0.0022,72.18,0,-0.0054,38.34,0,-0.0067,154.1,1,0.0018,21.3,1,0.0038,34.45,0,-0.0227,32.63,0,-0.0231,37.34,1,0.0097,41.58,1,0.0031,12.66,1,0.0056,5.48,0,-0.0072,89.05,1,0.0159,75.84,0,-0.0046
90.96,1,0.011,333.73,1,0.0153,31.27,1,0.0013,114.7,0,-0.0022,33.34,0,-0.0069,82.18,1,0.0074,80.22,0,-0.009,34.4,1,0.0035,56.54,1,0.0018,31.2,1,0.0176,61.77,1,0.0151,107.29,1,0.0102,73.77,0,-0.0082,72.13,0,-0.0007,38.8,1,0.012,156.65,1,0.0165,21.77,1,0.0221,34.45,0,0,32.29,0,-0.0104,37.75,1,0.011,41.44,0,-0.0034,12.41,0,-0.0197,5.5,1,0.0036,88.86,0,-0.0021,75.35,0,-0.0065
89.42,0,-0.0169,388.72,1,0.1648,31.01,0,-0.0083,112.81,0,-0.0165,33.8,1,0.0138,82.15,0,-0.0004,77.76,0,-0.0307,33.71,0,-0.0201,56.03,0,-0.009,31.35,1,0.0048,60.88,0,-0.0144,106.9,0,-0.0036,73.2,0,-0.0077,70.47,0,-0.023,38.42,0,-0.0098,150.49,0,-0.0393,21.24,0,-0.0243,34.45,0,0,31.48,0,-0.0251,37.42,0,-0.0087,40.72,0,-0.0174,11.86,0,-0.0443,5.53,1,0.0055,88.8,0,-0.0007,74.96,0,-0.0052
88,0,-0.0159,386.08,0,-0.0068,30.09,0,-0.0297,109.95,0,-0.0254,33.42,0,-0.0112,80.62,0,-0.0186,75.92,0,-0.0237,33,0,-0.0211,55.92,0,-0.002,30.4,0,-0.0303,59.09,0,-0.0294,104.89,0,-0.0188,71.37,0,-0.025,68.79,0,-0.0238,36.83,0,-0.0414,147.76,0,-0.0181,20.84,0,-0.0188,33.65,0,-0.0232,30.45,0,-0.0327,36.74,0,-0.0182,40.14,0,-0.0142,11.13,0,-0.0616,5.55,1,0.0036,87.06,0,-0.0196,74.42,0,-0.0072
87.09,0,-0.0103,381.23,0,-0.0126,29.66,0,-0.0143,109.87,0,-0.0007,33.51,1,0.0027,78.86,0,-0.0218,75.74,0,-0.0024,32.92,0,-0.0024,56.25,1,0.0059,30.18,0,-0.0072,58.36,0,-0.0124,104.31,0,-0.0055,70.84,0,-0.0074,68.56,0,-0.0033,36.76,0,-0.0019,147.02,0,-0.005,20.61,0,-0.011,33.61,0,-0.0012,29.97,0,-0.0158,36.51,0,-0.0063,40.04,0,-0.0025,11.09,0,-0.0036,5.5,0,-0.009,86.89,0,-0.002,74.15,0,-0.0036
88.31,1,0.014,406.77,1,0.067,30.42,1,0.0256,112.32,1,0.0223,33.7,1,0.0057,80.67,1,0.023,76.69,1,0.0125,33.36,1,0.0134,56.79,1,0.0096,31.96,1,0.059,59.11,1,0.0129,105.32,1,0.0097,71,1,0.0023,69.85,1,0.0188,36.81,1,0.0014,148.28,1,0.0086,21.31,1,0.034,33.73,1,0.0036,30.13,1,0.0053,37.23,1,0.0197,40.54,1,0.0125,11.34,1,0.0225,5.52,1,0.0036,88.78,1,0.0218,74.67,1,0.007
87.82,0,-0.0055,400.42,0,-0.0156,30.11,0,-0.0102,111.75,0,-0.0051,33.31,0,-0.0116,79.85,0,-0.0102,76.66,0,-0.0004,33.04,0,-0.0096,56.69,0,-0.0018,32.98,1,0.0319,58.46,0,-0.011,105.8,1,0.0046,70.47,0,-0.0075,68.54,0,-0.0188,36.35,0,-0.0125,147.35,0,-0.0063,20.61,0,-0.0328,32.99,0,-0.0219,29.94,0,-0.0063,37.01,0,-0.0059,39.76,0,-0.0192,11.16,0,-0.0159,5.5,0,-0.0036,88.77,0,-0.0001,74.1,0,-0.0076
88.3,1,0.0055,404.67,1,0.0106,30.82,1,0.0236,114.99,1,0.029,33.35,1,0.0012,81.52,1,0.0209,78.06,1,0.0183,33.04,0,0,57.05,1,0.0064,33.8,1,0.0249,59.39,1,0.0159,108,1,0.0208,71.42,1,0.0135,68.95,1,0.006,36.84,1,0.0135,148.66,1,0.0089,21.22,1,0.0296,32.93,0,-0.0018,29.98,1,0.0013,38.81,1,0.0486,40.12,1,0.0091,11.2,1,0.0036,5.53,1,0.0055,90.96,1,0.0247,74.75,1,0.0088
87.57,0,-0.0083,409.33,1,0.0115,30.4,0,-0.0136,115.14,1,0.0013,33.32,0,-0.0009,80.65,0,-0.0107,78.76,1,0.009,32.79,0,-0.0076,57.92,1,0.0152,33.55,0,-0.0074,59.19,0,-0.0034,108.09,1,0.0008,70.96,0,-0.0064,68.74,0,-0.003,36.08,0,-0.0206,150.91,1,0.0151,20.95,0,-0.0127,32.76,0,-0.0052,29.51,0,-0.0157,38.76,0,-0.0013,39.73,0,-0.0097,11.15,0,-0.0045,5.51,0,-0.0036,91.93,1,0.0107,74.68,0,-0.0009
87.24,0,-0.0038,404.38,0,-0.0121,30.6,1,0.0066,113.13,0,-0.0175,31.95,0,-0.0411,78.83,0,-0.0226,77.21,0,-0.0197,32.06,0,-0.0223,57.49,0,-0.0074,33.96,1,0.0122,58.09,0,-0.0186,106.06,0,-0.0188,68.96,0,-0.0282,68.28,0,-0.0067,35.25,0,-0.023,147.74,0,-0.021,20.43,0,-0.0248,32.08,0,-0.0208,28.95,0,-0.019,38.17,0,-0.0152,38.78,0,-0.0239,10.19,0,-0.0861,5.44,0,-0.0127,91.22,0,-0.0077,72.66,0,-0.027
87.14,0,-0.0011,405.91,1,0.0038,31.44,1,0.0275,112.96,0,-0.0015,32.45,1,0.0156,82.02,1,0.0405,78.04,1,0.0107,32.34,1,0.0087,57.63,1,0.0024,34.05,1,0.0027,59.72,1,0.0281,107.74,1,0.0158,69.08,1,0.0017,69.19,1,0.0133,35.82,1,0.0162,148.18,1,0.003,20.65,1,0.0108,32.01,0,-0.0022,29.02,1,0.0024,38.75,1,0.0152,39.11,1,0.0085,10.19,0,0,5.57,1,0.0239,90.14,0,-0.0118,72.73,1,0.001
87.29,1,0.0017,404.42,0,-0.0037,30.65,0,-0.0251,113.2,1,0.0021,32.08,0,-0.0114,78.15,0,-0.0472,77.61,0,-0.0055,32.1,0,-0.0074,56.91,0,-0.0125,33.8,0,-0.0073,61,1,0.0214,106.73,0,-0.0094,69.12,1,0.0006,65.36,0,-0.0554,35.24,0,-0.0162,150.39,1,0.0149,20.61,0,-0.0019,32.09,1,0.0025,29.18,1,0.0055,39.12,1,0.0095,39.11,0,0,10.14,0,-0.0049,5.45,0,-0.0215,89.36,0,-0.0087,72.87,1,0.0019
88.48,1,0.0136,407.91,1,0.0086,30.84,1,0.0062,114.43,1,0.0109,32,0,-0.0025,76.5,0,-0.0211,79.12,1,0.0195,31.81,0,-0.009,56.28,0,-0.0111,34.66,1,0.0254,61.34,1,0.0056,108.49,1,0.0165,70.53,1,0.0204,66.8,1,0.022,35.23,0,-0.0003,151.74,1,0.009,20.96,1,0.017,32.7,1,0.019,29.69,1,0.0175,39.58,1,0.0118,39.81,1,0.0179,10.38,1,0.0237,5.42,0,-0.0055,89.78,1,0.0047,72.82,0,-0.0007
90.59,1,0.0238,429.98,1,0.0541,31.22,1,0.0123,117.77,1,0.0292,32.3,1,0.0094,78.75,1,0.0294,80.83,1,0.0216,32.6,1,0.0248,56.89,1,0.0108,35.67,1,0.0291,62.88,1,0.0251,109.18,1,0.0064,71.56,1,0.0146,66.5,0,-0.0045,36.11,1,0.025,155.13,1,0.0223,21.43,1,0.0224,32.93,1,0.007,29.69,0,0,39.93,1,0.0088,40,1,0.0048,10.65,1,0.026,5.42,0,0,90.61,1,0.0092,73.75,1,0.0128
90.69,1,0.0011,430.44,1,0.0011,31.47,1,0.008,118.61,1,0.0071,32.44,1,0.0043,80.98,1,0.0283,80.96,1,0.0016,32.27,0,-0.0101,57.09,1,0.0035,35.58,0,-0.0025,63.78,1,0.0143,109.92,1,0.0068,72.39,1,0.0116,66.39,0,-0.0017,34.9,0,-0.0335,153.98,0,-0.0074,21.02,0,-0.0191,33.12,1,0.0058,29.7,1,0.0003,40.34,1,0.0103,40.08,1,0.002,10.78,1,0.0122,5.42,0,0,91.34,1,0.0081,73.76,1,0.0001
91.6,1,0.01,433.99,1,0.0082,31.88,1,0.013,121,1,0.0202,32.95,1,0.0157,81.8,1,0.0101,81.68,1,0.0089,32.7,1,0.0133,57.14,1,0.0009,35.13,0,-0.0126,63.97,1,0.003,109.64,0,-0.0025,73.32,1,0.0128,66.78,1,0.0059,35.25,1,0.01,157.56,1,0.0232,21.32,1,0.0143,33.28,1,0.0048,30.27,1,0.0192,40.62,1,0.0069,40.29,1,0.0052,11,1,0.0204,5.48,1,0.0111,91.98,1,0.007,74.8,1,0.0141
92.19,1,0.0064,428.93,0,-0.0117,31.61,0,-0.0085,121.52,1,0.0043,32.94,0,-0.0003,82,1,0.0024,82.62,1,0.0115,33.29,1,0.018,56.83,0,-0.0054,34.69,0,-0.0125,65.14,1,0.0183,110.13,1,0.0045,73.15,0,-0.0023,66.88,1,0.0015,35.56,1,0.0088,158.92,1,0.0086,21.21,0,-0.0052,33.21,0,-0.0021,30.16,0,-0.0036,40.71,1,0.0022,40.35,1,0.0015,11.39,1,0.0355,5.52,1,0.0073,92.2,1,0.0024,74.96,1,0.0021
92.27,1,0.0009,436.55,1,0.0178,31.7,1,0.0028,122.9,1,0.0114,33.49,1,0.0167,82.55,1,0.0067,83.37,1,0.0091,33.27,0,-0.0006,56.99,1,0.0028,35.025,1,0.0097,67.04,1,0.0292,110.11,0,-0.0002,74.55,1,0.0191,67.54,1,0.0099,35.2,0,-0.0101,159.8,1,0.0055,21.2,0,-0.0005,34.01,1,0.0241,29.91,0,-0.0083,40.83,1,0.0029,40.27,0,-0.002,11.94,1,0.0483,5.5,0,-0.0036,92.85,1,0.007,75.36,1,0.0053
95.76,1,0.0378,435.51,0,-0.0024,31.94,1,0.0076,123.74,1,0.0068,33.15,0,-0.0102,81.21,0,-0.0162,84.47,1,0.0132,33.22,0,-0.0015,56.86,0,-0.0023,34.41,0,-0.0176,68.34,1,0.0194,110.96,1,0.0077,75.02,1,0.0063,67.98,1,0.0065,35.95,1,0.0213,162.89,1,0.0193,21.3,1,0.0047,34.12,1,0.0032,29.69,0,-0.0074,40.67,0,-0.0039,40.79,1,0.0129,11.62,0,-0.0268,5.54,1,0.0073,93.27,1,0.0045,75.79,1,0.0057
96.28,1,0.0054,436.85,1,0.0031,31.88,0,-0.0019,123.55,0,-0.0015,32.82,0,-0.01,83.81,1,0.032,85.33,1,0.0102,33.54,1,0.0096,56.96,1,0.0018,34.31,0,-0.0029,68.66,1,0.0047,111.32,1,0.0032,74.4,0,-0.0083,68.08,1,0.0015,36.31,1,0.01,162.7,0,-0.0012,21.03,0,-0.0127,34.19,1,0.0021,29.56,0,-0.0044,40.8,1,0.0032,40.74,0,-0.0012,11.78,1,0.0138,5.68,1,0.0253,93.35,1,0.0009,75.33,0,-0.0061
94.94,0,-0.0139,428.23,0,-0.0197,31.48,0,-0.0125,121.81,0,-0.0141,32.85,1,0.0009,82.7,0,-0.0132,84.28,0,-0.0123,33.34,0,-0.006,57.33,1,0.0065,34.59,1,0.0082,67.99,0,-0.0098,110.84,0,-0.0043,74.51,1,0.0015,67.39,0,-0.0101,36.03,0,-0.0077,162.65,0,-0.0003,20.95,0,-0.0038,34.26,1,0.002,28.96,0,-0.0203,40.72,0,-0.002,39.95,0,-0.0194,11.41,0,-0.0314,5.68,0,0,92.44,0,-0.0097,74.85,0,-0.0064
95.4,1,0.0048,434.95,1,0.0157,31.55,1,0.0022,124.71,1,0.0238,33.18,1,0.01,82.81,1,0.0013,85.8,1,0.018,33.48,1,0.0042,56.58,0,-0.0131,35.66,1,0.0309,68.48,1,0.0072,110.66,0,-0.0016,76.29,1,0.0239,67.86,1,0.007,36.51,1,0.0133,164.27,1,0.01,21.7,1,0.0358,34.48,1,0.0064,29.33,1,0.0128,40.39,0,-0.0081,40.32,1,0.0093,11.71,1,0.0263,5.68,0,0,92.45,1,0.0001,73.52,0,-0.0178
95.39,0,-0.0001,432.23,0,-0.0063,31.46,0,-0.0029,123.18,0,-0.0123,32.8,0,-0.0115,82.59,0,-0.0027,85.65,0,-0.0017,33.26,0,-0.0066,56.78,1,0.0035,36.17,1,0.0143,68.22,0,-0.0038,110.91,1,0.0023,74.88,0,-0.0185,67.65,0,-0.0031,36.69,1,0.0049,164.33,1,0.0004,21.76,1,0.0028,34.3,0,-0.0052,29.62,1,0.0099,40.61,1,0.0054,40.34,1,0.0005,11.54,0,-0.0145,5.74,1,0.0106,92.56,1,0.0012,73.12,0,-0.0054
96.07,1,0.0071,447,1,0.0342,31.99,1,0.0168,123.37,1,0.0015,32.47,0,-0.0101,83.57,1,0.0119,85.97,1,0.0037,33.89,1,0.0189,58.03,1,0.022,36.65,1,0.0133,68.765,1,0.008,110.63,0,-0.0025,74.72,0,-0.0021,67.9,1,0.0037,36.55,0,-0.0038,166.14,1,0.011,22.16,1,0.0184,34.4,1,0.0029,30.31,1,0.0233,40.69,1,0.002,40.8,1,0.0114,11.69,1,0.013,5.67,0,-0.0122,91.78,0,-0.0084,73.35,1,0.0031
95.82,0,-0.0026,453.03,1,0.0135,31.89,0,-0.0031,123.81,1,0.0036,32.17,0,-0.0092,83.95,1,0.0045,86.3,1,0.0038,34.03,1,0.0041,57.66,0,-0.0064,37,1,0.0095,68.01,0,-0.011,112.1,1,0.0133,74.26,0,-0.0062,67.48,0,-0.0062,36.1,0,-0.0123,163.61,0,-0.0152,22.3,1,0.0063,33.95,0,-0.0131,29.71,0,-0.0198,40.91,1,0.0054,40.95,1,0.0037,12.8,1,0.095,5.68,1,0.0018,91.64,0,-0.0015,73.35,0,0
95.2,0,-0.0065,448.79,0,-0.0094,31.99,1,0.0031,124.28,1,0.0038,32,0,-0.0053,83.81,0,-0.0017,87.42,1,0.013,33.77,0,-0.0076,57.91,1,0.0043,36.75,0,-0.0068,67.82,0,-0.0028,111.4,0,-0.0062,73.7,0,-0.0075,67.98,1,0.0074,36.83,1,0.0202,160.83,0,-0.017,22.42,1,0.0054,33.92,0,-0.0009,29.94,1,0.0077,41.02,1,0.0027,40.97,1,0.0005,12.73,0,-0.0055,5.66,0,-0.0035,90.46,0,-0.0129,74.78,1,0.0195
95.53,1,0.0035,452.23,1,0.0077,32.23,1,0.0075,124.91,1,0.0051,32.23,1,0.0072,83.65,0,-0.0019,87.87,1,0.0051,33.32,0,-0.0133,58.13,1,0.0038,36.56,0,-0.0052,69.92,1,0.031,110.93,0,-0.0042,75.46,1,0.0239,67.6,0,-0.0056,36.77,0,-0.0016,161.44,1,0.0038,22.46,1,0.0018,33.85,0,-0.0021,30.36,1,0.014,40.9,0,-0.0029,41.14,1,0.0041,12.92,1,0.0149,5.74,1,0.0141,90.58,1,0.0013,74.56,0,-0.0029
96.52,1,0.0104,445.63,0,-0.0146,32.11,0,-0.0037,124.54,0,-0.003,31.93,0,-0.0093,82.79,0,-0.0103,88.08,1,0.0024,33.5,1,0.0054,58.74,1,0.0105,36.93,1,0.0101,68.63,0,-0.0184,112.43,1,0.0135,75.9,1,0.0058,68.84,1,0.0183,36.2,0,-0.0155,162.3,1,0.0053,22.44,0,-0.0009,34.03,1,0.0053,30.8,1,0.0145,41.19,1,0.0071,41.14,0,0,13.36,1,0.0341,5.68,0,-0.0105,91.39,1,0.0089,74.7,1,0.0019
96.05,0,-0.0049,445.59,0,-0.0001,31.98,0,-0.004,123.35,0,-0.0096,31.86,0,-0.0022,81.45,0,-0.0162,88.47,1,0.0044,33.54,1,0.0012,58.86,1,0.002,36.1,0,-0.0225,67.86,0,-0.0112,112.17,0,-0.0023,74.75,0,-0.0152,68.56,0,-0.0041,36.21,1,0.0003,163.55,1,0.0077,22.3,0,-0.0062,33.8,0,-0.0068,30.26,0,-0.0175,40.93,0,-0.0063,40.65,0,-0.0119,14.39,1,0.0771,5.73,1,0.0088,90.28,0,-0.0121,74.12,0,-0.0078
97.22,1,0.0122,454.98,1,0.0211,32.69,1,0.0222,125.35,1,0.0162,32.15,1,0.0091,82.9401,1,0.0183,89.68,1,0.0137,33.87,1,0.0098,59.61,1,0.0127,37.34,1,0.0343,68.6,1,0.0109,113.59,1,0.0127,74.8,1,0.0007,69.73,1,0.0171,36.93,1,0.0199,165.64,1,0.0128,22.83,1,0.0238,34.31,1,0.0151,31.1,1,0.0278,41.97,1,0.0254,41.42,1,0.0189,14.08,0,-0.0215,5.84,1,0.0192,91.66,1,0.0153,75.13,1,0.0136
96.85,0,-0.0038,453.5,0,-0.0033,32.75,1,0.0018,125.91,1,0.0045,32.13,0,-0.0006,82.87,0,-0.0008,90.1,1,0.0047,33.61,0,-0.0077,59.87,1,0.0044,37.86,1,0.0139,68.9,1,0.0044,112.99,0,-0.0053,74.51,0,-0.0039,69.27,0,-0.0066,37.52,1,0.016,166.82,1,0.0071,23.03,1,0.0088,34.33,1,0.0006,31.97,1,0.028,41.76,0,-0.005,41.44,1,0.0005,14.14,1,0.0043,5.95,1,0.0188,90.65,0,-0.011,74.8,0,-0.0044
96.27,0,-0.006,450.51,0,-0.0066,32.46,0,-0.0089,126.4,1,0.0039,32.34,1,0.0065,79.92,0,-0.0356,91.06,1,0.0107,33.82,1,0.0062,59.05,0,-0.0137,38.81,1,0.0251,68.92,1,0.0003,112.44,0,-0.0049,74.9,1,0.0052,69.04,0,-0.0033,37.54,1,0.0005,166.84,1,0.0001,23.12,1,0.0039,34.88,1,0.016,31.84,0,-0.0041,41.32,0,-0.0105,41.65,1,0.0051,14.6,1,0.0325,5.95,0,0,90.74,1,0.001,74.88,1,0.0011
97.13,1,0.0089,448.37,0,-0.0048,32.43,0,-0.0009,126.67,1,0.0021,32.54,1,0.0062,79.58,0,-0.0043,90.9,0,-0.0018,34.24,1,0.0124,58.29,0,-0.0129,39.02,1,0.0054,68.52,0,-0.0058,110.94,0,-0.0133,74.63,0,-0.0036,70.02,1,0.0142,37.69,1,0.004,166.57,0,-0.0016,23.1,0,-0.0009,35.08,1,0.0057,32.21,1,0.0116,40.87,0,-0.0109,42.17,1,0.0125,14.96,1,0.0247,5.98,1,0.005,91.8,1,0.0117,74.58,0,-0.004
97.22,1,0.0009,439.95,0,-0.0188,32.39,0,-0.0012,126.28,0,-0.0031,32.51,0,-0.0009,80.23,1,0.0082,91.03,1,0.0014,34.3,1,0.0018,58.09,0,-0.0034,38.96,0,-0.0015,68.04,0,-0.007,110.68,0,-0.0023,74.74,1,0.0015,70.2,1,0.0026,37.09,0,-0.0159,165.48,0,-0.0065,23.6,1,0.0216,35.08,0,0,32.13,0,-0.0025,40.32,0,-0.0135,42.35,1,0.0043,14.66,0,-0.0201,5.93,0,-0.0084,91.18,0,-0.0068,74.43,0,-0.002
96.41,0,-0.0083,437.48,0,-0.0056,32.42,1,0.0009,126.23,0,-0.0004,32.23,0,-0.0086,79.84,0,-0.0049,90.44,0,-0.0065,33.93,0,-0.0108,58.86,1,0.0133,38.08,0,-0.0226,67.47,0,-0.0084,112.91,1,0.0201,75.11,1,0.005,70.11,0,-0.0013,35.18,0,-0.0515,163.8,0,-0.0102,23.78,1,0.0076,34.97,0,-0.0031,31.7,0,-0.0134,40.45,1,0.0032,41.96,0,-0.0092,14.43,0,-0.0157,5.95,1,0.0034,90.96,0,-0.0024,74.92,1,0.0066
96.39,0,-0.0002,436.58,0,-0.0021,31.98,0,-0.0136,126.49,1,0.0021,32.38,1,0.0047,79.72,0,-0.0015,90.16,0,-0.0031,33.46,0,-0.0139,59.31,1,0.0076,37.5599,0,-0.0137,68.06,1,0.0087,111.57,0,-0.0119,75.74,1,0.0084,70.2,1,0.0013,34.86,0,-0.0091,163.86,1,0.0004,23.9,1,0.005,34.9,0,-0.002,31.44,0,-0.0082,40.63,1,0.0044,42.09,1,0.0031,14.47,1,0.0028,6,1,0.0084,92.19,1,0.0135,75.53,1,0.0081
95.81,0,-0.006,430.06,0,-0.0149,31.12,0,-0.0269,123.25,0,-0.0256,32.35,0,-0.0009,78.01,0,-0.0215,89.03,0,-0.0125,32.87,0,-0.0176,58.64,0,-0.0113,36.74,0,-0.0218,67.08,0,-0.0144,111.65,1,0.0007,75.18,0,-0.0074,69.78,0,-0.006,34.09,0,-0.0221,162.83,0,-0.0063,23.6,0,-0.0126,34.53,0,-0.0106,31.44,0,0,40.36,0,-0.0066,41.7,0,-0.0093,14.13,0,-0.0235,6.02,1,0.0033,93.78,1,0.0172,74.93,0,-0.0079
96.52,1,0.0074,424.49,0,-0.013,31.23,1,0.0035,122.25,0,-0.0081,32.49,1,0.0043,75.05,0,-0.0379,88.92,0,-0.0012,33.08,1,0.0064,58.93,1,0.0049,36.34,0,-0.0109,67.19,1,0.0016,111.85,1,0.0018,74.94,0,-0.0032,69.3,0,-0.0069,34.09,0,0,162.42,0,-0.0025,23.92,1,0.0136,34.25,0,-0.0081,31.1,0,-0.0108,40.19,0,-0.0042,41.54,0,-0.0038,14.08,0,-0.0035,6.06,1,0.0066,94.26,1,0.0051,74.28,0,-0.0087
96.85,1,0.0034,422.72,0,-0.0042,31.42,1,0.0061,123.02,1,0.0063,32.89,1,0.0123,75.45,1,0.0053,90.6,1,0.0189,33.18,1,0.003,58.6,0,-0.0056,37.7,1,0.0374,68.17,1,0.0146,112.19,1,0.003,74.88,0,-0.0008,69.95,1,0.0094,34.63,1,0.0158,164.07,1,0.0102,23.98,1,0.0025,34.25,0,0,31.37,1,0.0087,40.5,1,0.0077,41.96,1,0.0101,14.26,1,0.0128,6.2,1,0.0231,94.81,1,0.0058,74.68,1,0.0054
97.26,1,0.0042,420.25,0,-0.0058,31.93,1,0.0162,123.73,1,0.0058,32.98,1,0.0027,77.77,1,0.0307,90.7,1,0.0011,33.65,1,0.0142,58.39,0,-0.0036,37.35,0,-0.0093,68.52,1,0.0051,113.21,1,0.0091,74.82,0,-0.0008,70.12,1,0.0024,35.17,1,0.0156,163.98,0,-0.0005,23.9,0,-0.0033,34.4001,1,0.0044,31.65,1,0.0089,40.84,1,0.0084,42.37,1,0.0098,14.86,1,0.0421,6.31,1,0.0177,94.47,0,-0.0036,74.77,1,0.0012
