0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
82.2900,-0.0024,97.4800,-0.0414,26.6100,-0.0004,67.7200,-0.0003,33.2600,-0.0148,77.1700,-0.0025,60.5200,-0.0134,32.3200,0.0122,61.5300,-0.0045,14.6300,0.0224,37.8800,-0.0071,107.5900,-0.0102,74.0100,0.0109,63.9700,-0.0058,29.3100,-0.0422,93.5500,-0.0050,11.2800,0.0181,27.8200,0.0040,20.5400,0.0054,38.4500,-0.0005,33.1500,-0.0039,4.5200,-0.0109,3.3400,-0.0060,71.3100,-0.0079,69.2100,0.0033
82.3900,0.0012,97.7000,0.0023,26.8300,0.0083,68.9300,0.0179,33.2000,-0.0018,77.5300,0.0047,62.1300,0.0266,33.1600,0.0260,62.0700,0.0088,14.4800,-0.0103,37.7300,-0.0040,107.1200,-0.0044,74.0000,-0.0001,64.2300,0.0041,29.4900,0.0061,94.7500,0.0128,11.4000,0.0106,28.0550,0.0084,20.7500,0.0102,38.7200,0.0070,32.7600,-0.0118,4.6100,0.0199,3.2600,-0.0240,71.0800,-0.0032,68.8500,-0.0052
82.5800,0.0023,99.1700,0.0150,26.5400,-0.0108,69.4000,0.0068,33.4400,0.0072,78.2800,0.0097,62.5900,0.0074,33.0800,-0.0024,62.0300,-0.0006,14.4400,-0.0028,37.9800,0.0066,107.8300,0.0066,74.2900,0.0039,62.8500,-0.0215,29.2800,-0.0071,93.9700,-0.0082,11.2600,-0.0123,28.0800,0.0009,22.3800,0.0786,39.5000,0.0201,32.8700,0.0034,4.6100,0.0000,3.3000,0.0123,71.5500,0.0066,69.2000,0.0051
83.6000,0.0124,97.8100,-0.0137,26.6800,0.0053,69.6800,0.0040,33.6100,0.0051,77.9100,-0.0047,61.4700,-0.0179,33.5400,0.0139,62.9700,0.0152,14.8500,0.0284,37.9500,-0.0008,108.9200,0.0101,74.7600,0.0063,62.8100,-0.0006,28.6300,-0.0222,95.3300,0.0145,11.4800,0.0195,27.5600,-0.0185,22.9800,0.0268,39.3200,-0.0046,33.0000,0.0040,4.6400,0.0065,3.4000,0.0303,71.9800,0.0060,69.5800,0.0055
82.9200,-0.0081,103.2600,0.0557,26.6500,-0.0011,69.8000,0.0017,33.7800,0.0051,76.8400,-0.0137,62.1100,0.0104,33.6600,0.0036,62.9100,-0.0010,15.0700,0.0148,38.2500,0.0079,108.7600,-0.0015,75.1300,0.0049,62.4000,-0.0065,28.5700,-0.0021,96.0700,0.0078,11.3600,-0.0105,27.7900,0.0083,22.6700,-0.0135,39.6400,0.0081,33.0900,0.0027,4.5700,-0.0151,3.4300,0.0088,71.7900,-0.0026,69.4900,-0.0013
83.4000,0.0058,146.8600,0.4222,26.8500,0.0075,69.7600,-0.0006,33.7500,-0.0009,78.4000,0.0203,62.5200,0.0066,33.7700,0.0033,62.9000,-0.0002,14.6700,-0.0265,38.1000,-0.0039,109.0000,0.0022,74.3200,-0.0108,62.5400,0.0022,28.7800,0.0074,93.2500,-0.0294,11.4500,0.0079,27.8300,0.0014,22.6000,-0.0031,40.1800,0.0136,33.1100,0.0006,4.5700,0.0000,3.3600,-0.0204,72.1000,0.0043,69.7900,0.0043
84.0600,0.0079,169.5600,0.1546,27.0000,0.0056,71.2100,0.0208,34.0200,0.0080,79.3600,0.0122,62.7500,0.0037,33.7800,0.0003,62.9500,0.0008,14.9700,0.0204,38.3200,0.0058,109.4600,0.0042,73.4500,-0.0117,63.2500,0.0114,29.0700,0.0101,92.3900,-0.0092,11.4400,-0.0009,27.7800,-0.0018,22.7000,0.0044,40.6400,0.0114,33.1700,0.0018,4.5400,-0.0066,3.4300,0.0208,72.5000,0.0055,69.0000,-0.0113
83.8400,-0.0026,162.1100,-0.0439,26.8400,-0.0059,70.7500,-0.0065,34.1300,0.0032,39.4400,-0.5030,61.2400,-0.0241,33.5200,-0.0077,63.1900,0.0038,15.0300,0.0040,38.2400,-0.0021,108.8300,-0.0058,73.3800,-0.0010,63.1400,-0.0017,28.8300,-0.0083,89.3200,-0.0332,11.4300,-0.0009,27.8100,0.0011,22.3100,-0.0172,40.9300,0.0071,33.1700,0.0000,4.5300,-0.0022,3.5100,0.0233,72.4000,-0.0014,69.3500,0.0051
85.1100,0.0151,169.1200,0.0432,27.7000,0.0320,70.4200,-0.0047,34.6800,0.0161,39.9000,0.0117,63.2600,0.0330,33.9300,0.0122,63.2800,0.0014,14.4200,-0.0406,38.5200,0.0073,108.8500,0.0002,72.5600,-0.0112,63.7200,0.0092,28.4500,-0.0132,89.8500,0.0059,11.3300,-0.0087,27.8300,0.0007,22.5900,0.0126,40.7400,-0.0046,33.3300,0.0048,4.6000,0.0155,3.6400,0.0370,72.6100,0.0029,69.8900,0.0078
85.3200,0.0025,167.7000,-0.0084,27.5100,-0.0069,70.3900,-0.0004,34.4800,-0.0058,39.8500,-0.0013,63.0200,-0.0038,33.5500,-0.0112,63.0100,-0.0043,14.3000,-0.0083,37.9400,-0.0151,106.5100,-0.0215,70.9400,-0.0223,62.8700,-0.0133,27.9400,-0.0179,88.2100,-0.0183,11.2400,-0.0079,27.7300,-0.0036,22.9800,0.0173,40.0500,-0.0169,33.1400,-0.0057,4.5700,-0.0065,3.7900,0.0412,72.0000,-0.0084,69.7500,-0.0020
