1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77.07,41.25,196.35,90.12,44.66,257.31,549.03,93.2,51.1,35.12,131.66,64.75,37.6,27.62,21.34,12.72,32.71,20.34,510.27,70.84,89.15,41.88,63.48,110.39,12.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
77.47,41.39,195.27,90.63,44.57,258.48,542.0959,93.6211,51.21,34.83,130.94,65.0,37.6,27.25,21.1,12.73,33.24,20.45,511.0,70.74,88.59,42.47,63.3,109.92,11.96,0.005190087,0.003393939,-0.005500382,0.005659121,-0.002015226,0.004547044,-0.012629729,0.00451824,0.002152642,-0.008257403,-0.005468631,0.003861004,0,-0.01339609,-0.011246485,0.000786164,0.016202996,0.005408063,0.001430615,-0.001411632,-0.006281548,0.01408787,-0.002835539,-0.004257632,-0.005818786,1,1,0,1,0,1,0,1,1,0,0,1,0,0,0,1,1,1,1,0,0,1,0,0,0
77.69,42.4298,193.99,89.8487,45.36,259.15,527.0,93.85,52.19,34.3908,134.51,66.33,37.66,26.74,21.2,13.15,33.35,20.4819,510.98,71.55,88.98,42.66,63.18,110.5,12.11,0.002839809,0.02512201,-0.006555026,-0.008620766,0.017724927,0.002592077,-0.027847287,0.002444962,0.019136887,-0.012609819,0.027264396,0.020461538,0.001595745,-0.018715596,0.004739336,0.03299293,0.003309266,0.001559902,-0.0000391,0.011450382,0.004402303,0.004473746,-0.001895735,0.005276565,0.012541806,1,1,0,0,1,1,0,1,1,0,1,1,1,0,1,1,1,1,0,1,1,1,0,1,1
76.13,42.47,193.14,90.91,45.41,268.4592,523.9,93.45,50.97,34.46,134.26,66.36,37.3,26.69,21.13,12.77,33.4,20.2903,519.53,71.4,88.53,43.16,62.8412,109.75,12.09,-0.020079804,0.000947447,-0.004381669,0.01181208,0.001102293,0.035922053,-0.005882353,-0.00426212,-0.023376126,0.002012166,-0.001858598,0.000452284,-0.009559214,-0.001869858,-0.003301887,-0.028897338,0.00149925,-0.009354601,0.016732553,-0.002096436,-0.005057316,0.011720581,-0.005362456,-0.00678733,-0.001651528,0,1,0,1,1,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0
74.13,42.46,192.87,90.94,45.5,266.38,525.31,93.81,50.76,33.71,133.05,65.74,37.04,26.55,20.9,12.4915,33.49,20.31,517.82,71.41,88.15,43.11,63.22,109.26,11.98,-0.026270852,-0.00023546,-0.00139795,0.000329997,0.001981942,-0.007744939,0.002691353,0.003852327,-0.004120071,-0.021764364,-0.009012364,-0.009342978,-0.006970509,-0.00524541,-0.010884998,-0.021808927,0.002694611,0.000970907,-0.003291436,0.000140056,-0.00429233,-0.00115848,0.006027893,-0.004464692,-0.009098428,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0
76.76,42.04,192.32,90.81,45.47,266.35,517.1,93.32,50.78,33.9,134.32,66.54,37.03,26.7,20.95,12.21,33.68,20.3,532.39,71.73,88.67,43.38,63.17,109.54,11.43,0.035478214,-0.009891663,-0.002851662,-0.001429514,-0.000659341,-0.000112621,-0.015628867,-0.005223324,0.000394011,0.00563631,0.009545284,0.012169151,-0.000269978,0.005649718,0.002392344,-0.022535324,0.005673335,-0.000492368,0.028137191,0.004481165,0.005899036,0.006263048,-0.000790889,0.002562694,-0.04590985,1,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0,1,0,1,1,1,1,0,1,0
77.09,42.83,192.88,91.4,46.15,265.34,523.51,94.65,50.79,34.0,137.37,66.42,36.96,26.46,21.17,12.23,34.09,20.44,527.65,72.19,87.81,43.85,63.62,110.47,11.78,0.004299114,0.018791627,0.002911814,0.006497082,0.014954915,-0.003792003,0.012396055,0.014252036,0.000196928,0.002949853,0.022706968,-0.001803427,-0.001890359,-0.008988764,0.010501193,0.001638002,0.012173397,0.006896552,-0.008903248,0.006412937,-0.009698884,0.010834486,0.007123635,0.008490049,0.030621172,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,1,1,1,0,1,0,1,1,1,1
75.16,42.34,194.45,91.73,46.14,267.94,520.3,94.39,50.58,33.85,137.13,66.31,36.91,26.83,21.13,12.21,34.13,20.48,528.68,72.35,86.96,44.07,63.7,111.73,11.63,-0.025035673,-0.011440579,0.008139776,0.003610503,-0.000216685,0.009798749,-0.006131688,-0.002746962,-0.004134672,-0.004411765,-0.001747106,-0.001656128,-0.001352814,0.013983371,-0.001889466,-0.001635323,0.001173365,0.001956947,0.001952052,0.002216373,-0.009679991,0.005017104,0.001257466,0.011405812,-0.012733447,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,1,1,1,0
76.55,42.22,192.62,91.53,45.88,272.73,501.75,95.36,50.59,34.09,136.13,66.76,36.99,26.89,21.12,12.2,34.22,20.97,523.51,72.56,86.92,44.22,63.48,112.85,11.47,0.01849388,-0.002834199,-0.00941116,-0.002180312,-0.005635024,0.017877137,-0.035652508,0.010276512,0.000197707,0.007090103,-0.00729235,0.006786307,0.002167434,0.002236303,-0.000473261,-0.000819001,0.002636976,0.023925781,-0.009779072,0.002902557,-0.000459982,0.003403676,-0.003453689,0.010024165,-0.013757524,1,0,0,0,0,1,0,1,1,1,0,1,1,1,0,0,1,1,0,1,0,1,0,1,0
76.94,42.57,192.5,91.51,46.35,271.9,485.92,95.36,51.09,34.6,135.59,66.88,37.32,27.21,21.2,11.98,34.3,20.98,522.8,72.37,85.08,44.13,63.95,113.44,11.55,0.005094709,0.00828991,-0.000622988,-0.000218508,0.010244115,-0.003043303,-0.031549576,0,0.009883376,0.014960399,-0.003966796,0.001797484,0.00892133,0.011900335,0.003787879,-0.018032787,0.002337814,0.000476872,-0.00135623,-0.002618523,-0.021168891,-0.002035278,0.007403907,0.005228179,0.006974717,1,1,0,0,1,0,0,0,1,1,0,1,1,1,1,0,1,1,0,0,0,0,1,1,1
